item,t_id
HANDBAGS,1028
MENS FURNISHINGS,1029
YOUNG MENS,1029
WMNS PRESTIGE FRAG,1029
PRESTIGE COSMETICS,1029
MENS PRESTIGE FRAG,1029
HOME DECOR,1030
BEER,1030
COSTUME JEWELRY,1031
CANDY,1031
CANDY,1032
SPIRITS,1032
WINE,1032
BEER,1032
SPIRITS,1033
MENS FURNISHINGS,1034
AMERICAN GREETINGS,1034
AS SEEN ON TV,1034
CANDY,1034
CANDY,1035
AS SEEN ON TV,1036
HEALTH AIDS,1037
GENERAL GROCERIES,1037
CANDY,1037
BABY CARE,1038
BEVERAGES,1038
CANDY,1038
MENS DENIM JEANS,1039
MENS ATHLETIC SHOES,1039
CANDY,1039
HEALTH AIDS,1040
GENERAL GROCERIES,1040
BEVERAGES,1040
CANDY,1040
BEVERAGES,1041
MENS ACCESSORIES,1042
SUNGLASSES,1043
HOUSEHOLD CLEANING,1043
SLEEPWEAR/LOUNGEWEAR,1044
HOSIERY,1044
CHILDRENS FOOTWEAR,1044
MENS ATHLETIC SHOES,1045
DAYWEAR,1046
WOMENS FTWR:DRS/CAS,1046
HOME DECOR,1046
VIDEO GAMES,1046
MENS SHOES,1047
HEALTH AIDS,1047
VALUE ZONE,1047
PERSONAL CARE,1047
FASHION ACCESSORIES,1048
SCHOOL/OFFIC SUPP,1048
HOUSEHOLD CLEANING,1048
CANDY,1048
MENS ACTIVEWEAR,1049
HOUSEHOLD CLEANING,1050
BEVERAGES,1050
CANDY,1050
HOME/BATH,1051
SPORTS NUTRITION,1051
BEVERAGES,1051
TODDLER GIRL APPAREL,1052
GIRLS ACCESSORIES,1052
MENS ACTIVEWEAR,1053
MENS ACTIVEWEAR,1054
SCHOOL/OFFIC SUPP,1055
MENS MODERN COLLECT,1056
MENS ACCESSORIES,1056
HEALTH AIDS,1057
PERSONAL CARE,1057
SPORTS NUTRITION,1057
GIRLS 7-16 CLOTHING,1058
CANDY,1058
SPIRITS,1058
MASS COSMETICS,1059
BABY CARE,1059
SPIRITS,1059
HEALTH AIDS,1060
PERSONAL CARE,1060
BEVERAGES,1060
WOMENS ATHLTIC SHOES,1061
PRESTIGE COSMETICS,1062
MENS DRESS SHIRTS,1063
TOYS,1063
OUTDOOR LIVING,1063
SMALL ELECTRICS,1064
AS SEEN ON TV,1064
BEVERAGES,1064
BEER,1065
BEVERAGES,1066
MASS COSMETICS,1067
AUTOMOTIVE,1067
OUTDOOR LIVING,1067
STATIONERY SUNDRIES,1068
AMERICAN GREETINGS,1068
WINE,1068
GENERAL GROCERIES,1069
HOSIERY,1070
HEALTH AIDS,1071
BABY CARE,1071
PERSONAL CARE,1071
GENERAL HARDWARE,1071
CANDY,1071
BEVERAGES,1072
CANDY,1072
PERSONAL CARE,1073
MENS ACTIVEWEAR,1074
HEALTH AIDS,1075
PERSONAL CARE,1075
TOYS,1075
CANDY,1075
AS SEEN ON TV,1076
LADIES ACTIVEWEAR,1077
CANDY,1077
MENS DENIM JEANS,1078
MENS ACTIVEWEAR,1078
BEAUTY CARE,1078
PERSONAL CARE,1078
HOUSEHOLD CLEANING,1078
SEASONAL GIFTS,1079
MENS ACCESSORIES,1080
TRAD COLLECTIONS,1080
MENS SHOES,1080
PEGABLES,1080
NAVY PRIDE HARDLINES,1080
BEVERAGES,1080
AMERICAN GREETINGS,1081
MASS COSMETICS,1081
PERSONAL CARE,1081
VITAMINS & HLTH AIDS,1081
TOYS,1081
GENERAL HARDWARE,1081
PET SUPPLIES,1081
CANDY,1081
WINE,1081
AUTOMOTIVE,1082
MENS FURNISHINGS,1083
HEALTH AIDS,1083
MENS ACTIVEWEAR,1084
HEALTH AIDS,1084
HOUSEHOLD CLEANING,1084
SPIRITS,1084
WINE,1084
TOBACCO,1084
MENS ACTIVEWEAR,1085
HOME/BATH,1085
HEALTH AIDS,1086
PET SUPPLIES,1086
LAWN & GARDEN,1086
GENERAL GROCERIES,1087
BEVERAGES,1087
CANDY,1087
GENERAL GROCERIES,1088
BEVERAGES,1088
CANDY,1088
BEVERAGES,1089
SPORTS NUTRITION,1090
PET SUPPLIES,1090
MENS MODERN COLLECT,1091
BOYS 8-20 CLOTHING,1091
TOBACCO,1092
TODDLER GIRL APPAREL,1093
MODERATE DENIM,1094
TRAD COLLECTIONS,1094
SUNGLASSES,1095
BEAUTY CARE,1096
PC HDWR & OFFICE EQP,1097
CANDY,1097
CANDY,1098
BEAUTY CARE,1099
MENS SHOES,1100
HEALTH AIDS,1100
PERSONAL CARE,1100
GEN SPORTING GOODS,1100
OUTDOOR LIVING,1100
BATTERIES,1100
BEVERAGES,1100
HOME/BATH,1101
HOUSEHOLD CLEANING,1101
MENS DENIM JEANS,1102
PET SUPPLIES,1102
BEVERAGES,1102
CANDY,1102
SEASONAL GIFTS,1103
GENERAL HOUSEWARES,1103
CANDY,1103
SPIRITS,1103
BEVERAGES,1104
BEVERAGES,1105
SCHOOL/OFFIC SUPP,1106
BIKES,1106
GENERAL HOUSEWARES,1106
PC PERIPH/OFFICE ACC,1106
HEALTH AIDS,1107
BEAUTY CARE,1107
BEVERAGES,1107
FASHION ACCESSORIES,1108
TOYS,1109
CANDY,1109
SCHOOL/OFFIC SUPP,1110
MENS FURNISHINGS,1111
AMERICAN GREETINGS,1111
HEALTH AIDS,1111
PERSONAL CARE,1111
GENERAL HARDWARE,1111
SPIRITS,1111
WOMENS ATHLTIC SHOES,1112
MENS ACTIVEWEAR,1112
PRESTIGE COSMETICS,1112
HEALTH AIDS,1112
BEAUTY CARE,1112
VITAMINS & HLTH AIDS,1112
LUGGAGE,1112
LOCAL GIFTS/FOODS,1113
HEALTH AIDS,1114
PERSONAL CARE,1114
HEALTH AIDS,1115
SPIRITS,1115
PET SUPPLIES,1116
CANDY,1116
HEALTH AIDS,1117
HOUSEHOLD CLEANING,1117
LADIES ACTIVEWEAR,1118
PERSONAL CARE,1118
CANDY,1118
BEAUTY RETAIL,1119
MISSY KAREN SCOTT,1119
MENS SPORT SHIRTS,1119
MENS ATHLETIC SHOES,1119
WATCHES,1119
CANDY,1119
MENS PRESTIGE FRAG,1120
CANDY,1121
SPIRITS,1122
MENS PRESTIGE FRAG,1123
GENERAL HOUSEWARES,1124
HOME/BATH,1125
SUNGLASSES,1126
LADIES ACTIVEWEAR,1127
TELECOMMUNICATIONS,1128
GEN SPORTING GOODS,1128
MENS FURNISHINGS,1129
SMALL ELECTRICS,1129
HOME ORG/SOLUTIONS,1129
HEALTH AIDS,1130
PRESTIGE COSMETICS,1131
WATCHES,1132
GENERAL HOUSEWARES,1132
WOMENS ATHLTIC SHOES,1133
UNSCANNED ITEMS,1133
FISHING,1134
GEN SPORTING GOODS,1134
BEVERAGES,1134
CANDY,1134
SPIRITS,1134
MENS OUTDOOR,1135
HEALTH AIDS,1136
PET SUPPLIES,1136
WOMENS ATHLTIC SHOES,1137
MENS ATHLETIC SHOES,1137
CANDY,1138
HANDBAGS,1139
WATCHES,1139
MASS COSMETICS,1139
PRESTIGE COSMETICS,1139
HOME/BATH,1139
HEALTH AIDS,1139
BEAUTY CARE,1139
SEASONAL,1139
HOUSEHOLD CLEANING,1139
CANDY,1140
MISSY KAREN SCOTT,1141
LIFE IS GOOD,1141
PETITE SEPARATES,1141
SLEEPWEAR/LOUNGEWEAR,1141
MENS OUTDOOR,1141
MENS ACTIVEWEAR,1141
MASS COSMETICS,1141
BEAUTY CARE,1141
PERSONAL CARE,1141
HOUSEHOLD CLEANING,1141
MENS FURNISHINGS,1142
MENS ACTIVEWEAR,1142
SPIRITS,1143
TOYS,1144
BEVERAGES,1144
AMERICAN GREETINGS,1145
PERSONAL CARE,1146
TOYS,1146
LAWN & GARDEN,1146
DAYWEAR,1147
SMALL ELECTRICS,1147
TABLETOP,1147
HEALTH AIDS,1148
HOUSEHOLD CLEANING,1148
BEVERAGES,1149
SPIRITS,1149
MENS FURNISHINGS,1150
NAVY PRIDE HARDLINES,1150
HOUSEHOLD CLEANING,1150
PET SUPPLIES,1150
BEVERAGES,1150
CANDY,1150
HEALTH AIDS,1151
GENERAL GROCERIES,1151
PEGABLES,1152
NEWBORN APPAREL,1152
HEALTH AIDS,1152
BABY CARE,1152
PERSONAL CARE,1152
HOUSEHOLD CLEANING,1152
GENERAL HARDWARE,1152
TABLE TOP & KITCHEN,1152
BEVERAGES,1152
CANDY,1152
BEER,1152
MISSY KAREN SCOTT,1153
JUNIOR TOPS,1153
MENS MODERN COLLECT,1153
TRAD COLLECTIONS,1153
CANDY,1153
MENS FURNISHINGS,1154
GENERAL HOUSEWARES,1154
BEVERAGES,1155
MENS CASUAL SLACKS,1156
MENS DENIM JEANS,1156
PERSONAL CARE,1156
GENERAL GROCERIES,1156
PERISHABLES,1156
CANDY,1156
WINE,1156
MASS COSMETICS,1157
HEALTH AIDS,1157
BEAUTY CARE,1157
PERSONAL CARE,1157
BATH,1157
TODDLER GIRL APPAREL,1158
GIRLS 7-16 CLOTHING,1158
GIRLS ACCESSORIES,1158
CANDY,1158
CANDY,1159
MENS FURNISHINGS,1160
AMERICAN GREETINGS,1161
PERIODICALS/COMICS,1161
BOOKS AND MAPS,1161
SUNGLASSES,1161
PRESTIGE COSMETICS,1161
CANDY,1161
SPIRITS,1161
WINE,1161
GENERAL GROCERIES,1162
BEVERAGES,1162
CANDY,1162
LADIES MODERN COLLEC,1163
HOSIERY,1163
HANDBAGS,1163
WOMENS FTWR:DRS/CAS,1163
AMERICAN GREETINGS,1163
BEDDING,1163
TELECOMMUNICATIONS,1164
SEASONAL,1164
SOUVENIR,1165
THIRD PARTY GIFTCARD,1165
VIDEO GAMES,1165
CANDY,1165
BEAUTY RETAIL,1166
MODERATE DENIM,1166
VITAMINS & HLTH AIDS,1166
HEALTH AIDS,1167
VITAMINS & HLTH AIDS,1167
PET SUPPLIES,1167
MENS OUTDOOR,1168
MASS FRAGRANCES,1169
HOME/BATH,1169
PERSONAL CARE,1169
DAYWEAR,1170
MENS ACTIVEWEAR,1170
SCHOOL/OFFIC SUPP,1170
BEAUTY CARE,1170
PC PERIPH/OFFICE ACC,1170
CANDY,1171
GIRLS 4-6X CLOTHING,1172
GIRLS 7-16 CLOTHING,1172
HEALTH AIDS,1173
BEAUTY CARE,1173
PERSONAL CARE,1173
TOYS,1173
BATTERIES,1173
NAVY PRIDE SOFTLINES,1174
GEMSTONES,1175
HEALTH AIDS,1175
BEAUTY CARE,1175
GENERAL HOUSEWARES,1175
BEVERAGES,1175
TOYS,1176
SCHOOL/OFFIC SUPP,1177
TOYS,1177
BEVERAGES,1177
CANDY,1177
BEVERAGES,1178
GEN SPORTING GOODS,1179
JUNIOR TOPS,1180
MENS ACCESSORIES,1180
HEALTH AIDS,1181
PC HDWR & OFFICE EQP,1181
LIFE STYLE DENIM,1182
MENS SPORT SHIRTS,1182
YOUNG MENS,1182
MENS ACTIVEWEAR,1182
SPIRITS,1182
WINE,1182
BEER,1182
SCHOOL/OFFIC SUPP,1183
AMERICAN GREETINGS,1184
WINE,1184
BEER,1184
TOYS,1185
LDS OUTERWEAR/OUTDR,1186
JUNIORS SURF,1186
MENS FURNISHINGS,1186
MENS ACTIVEWEAR,1186
MENS ATHLETIC SHOES,1186
CANDY,1187
MENS FURNISHINGS,1188
MENS ACTIVEWEAR,1188
FITNESS/EXERCISE,1188
HOUSEHOLD CLEANING,1188
MENS FURNISHINGS,1189
PERSONAL CARE,1189
CANDY,1189
FITNESS/EXERCISE,1190
MENS ACTIVEWEAR,1191
MENS FURNISHINGS,1192
PERSONAL CARE,1193
HOUSEHOLD CLEANING,1193
AS SEEN ON TV,1193
PC PERIPH/OFFICE ACC,1193
BEVERAGES,1193
BATH,1194
BEAUTY CARE,1195
HOUSEHOLD CLEANING,1195
GENERAL GROCERIES,1195
CANDY,1195
MNS TAILORED CLOTHNG,1196
MENS CASUAL SLACKS,1196
MENS SPORT SHIRTS,1196
SMALL ELECTRICS,1197
FASHION ACCESSORIES,1198
AMERICAN GREETINGS,1198
BOOKS AND MAPS,1198
TABLETOP,1199
LIFE STYLE DENIM,1200
YOUNG MENS,1200
HOME/BATH,1201
VIDEO GAMES,1201
BEAUTY CARE,1202
GEN SPORTING GOODS,1202
HEALTH AIDS,1203
PET SUPPLIES,1204
CANDY,1204
SCHOOL/OFFIC SUPP,1205
HEALTH AIDS,1205
BABY CARE,1205
PERSONAL CARE,1205
HOUSEHOLD CLEANING,1205
GENERAL GROCERIES,1205
BEVERAGES,1205
CANDY,1205
NAVY PRIDE HARDLINES,1206
CANDY,1207
LDS OUTERWEAR/OUTDR,1208
BEVERAGES,1208
HOME DECOR,1209
HOSIERY,1210
COSTUME JEWELRY,1210
HEALTH AIDS,1211
PERSONAL CARE,1211
HEALTH AIDS,1212
PERSONAL CARE,1212
HOUSEHOLD CLEANING,1212
BEVERAGES,1212
CANDY,1212
BEER,1212
BOYS ACCESSORIES,1213
CHILDRENS FOOTWEAR,1213
SPIRITS,1213
PC PERIPH/OFFICE ACC,1214
MENS SHOES,1215
BEAUTY CARE,1215
BEER,1215
BEAUTY RETAIL,1216
PRESTIGE COSMETICS,1216
BEAUTY CARE,1216
PRESTIGE COSMETICS,1217
LAWN & GARDEN,1217
CANDY,1217
BEER,1218
AMERICAN GREETINGS,1219
HEALTH AIDS,1219
SOUVENIR,1220
MENS SHOES,1220
TELECOMMUNICATIONS,1220
MASS COSMETICS,1220
MISSY TOPS,1221
MISSY BOTTOMS,1221
SEASONAL,1221
BEVERAGES,1221
UNSCANNED ITEMS,1221
AMERICAN GREETINGS,1222
HEALTH AIDS,1223
HOUSEHOLD CLEANING,1223
BEVERAGES,1224
AMERICAN GREETINGS,1225
HEALTH AIDS,1225
SPIRITS,1225
WINE,1225
TRAD COLLECTIONS,1226
PET SUPPLIES,1227
GENERAL GROCERIES,1228
BEVERAGES,1228
HOSIERY,1229
THIRD PARTY GIFTCARD,1230
LDS OUTERWEAR/OUTDR,1231
MENS OUTDOOR,1232
HEALTH AIDS,1232
BABY CARE,1232
BEVERAGES,1232
MENS ACTIVEWEAR,1233
HANDBAGS,1234
AS SEEN ON TV,1234
BEDDING,1234
AMERICAN GREETINGS,1235
HOUSEHOLD CLEANING,1235
GENERAL GROCERIES,1236
BEVERAGES,1236
CANDY,1236
SMALL ELECTRICS,1237
MENS ACTIVEWEAR,1238
SCHOOL/OFFIC SUPP,1238
WATCHES,1238
HOUSEHOLD CLEANING,1238
CANDY,1238
WINE,1238
FLORAL RETAIL,1239
STYLE & CO,1239
SLEEPWEAR/LOUNGEWEAR,1239
FASHION ACCESSORIES,1239
HEALTH AIDS,1239
BEAUTY CARE,1239
SEASONAL,1239
OUTDOOR LIVING,1239
PET SUPPLIES,1239
LAWN & GARDEN,1239
CANDY,1239
BEER,1240
PETITE SEPARATES,1241
CANDY,1241
CANDY,1242
YOUNG MENS,1243
CANDY,1243
HEALTH AIDS,1244
PERSONAL CARE,1244
GEN SPORTING GOODS,1244
BEER,1245
TEAM SPORTING GOODS,1246
BEVERAGES,1246
MENS FURNISHINGS,1247
HEALTH AIDS,1247
LOCAL GIFTS/FOODS,1248
SCHOOL/OFFIC SUPP,1248
AMERICAN GREETINGS,1248
HEALTH AIDS,1248
TOYS,1248
SEASONAL,1248
SMALL ELECTRICS,1248
HOUSEHOLD CLEANING,1248
PC HDWR & OFFICE EQP,1248
GENERAL GROCERIES,1248
CANDY,1248
AS SEEN ON TV,1249
MENS ACTIVEWEAR,1250
AMERICAN GREETINGS,1250
HEALTH AIDS,1251
BEAUTY RETAIL,1252
VALUE ZONE,1252
BEAUTY CARE,1252
SLEEPWEAR/LOUNGEWEAR,1253
CANDY,1254
HOUSEHOLD CLEANING,1255
HEALTH AIDS,1256
BEAUTY CARE,1256
PERSONAL CARE,1256
THIRD PARTY GIFTCARD,1256
HOUSEHOLD CLEANING,1256
MENS DENIM JEANS,1257
STATIONERY SUNDRIES,1258
MENS ACTIVEWEAR,1259
AMERICAN GREETINGS,1259
GENERAL GROCERIES,1259
BEVERAGES,1259
PERISHABLES,1259
CANDY,1259
HEALTH AIDS,1260
PERSONAL CARE,1260
VITAMINS & HLTH AIDS,1260
PET SUPPLIES,1260
BEVERAGES,1260
VALUE ZONE,1261
CANDY,1261
CANDY,1262
MASS COSMETICS,1263
BEAUTY CARE,1263
BEVERAGES,1263
CANDY,1263
MENS DENIM JEANS,1264
MENS FURNISHINGS,1264
TRAD COLLECTIONS,1265
TOYS,1265
BATTERIES,1265
PRESTIGE COSMETICS,1266
CANDY,1266
SLEEPWEAR/LOUNGEWEAR,1267
HOSIERY,1267
FITNESS/EXERCISE,1267
SEASONAL,1267
LAWN & GARDEN,1267
GENERAL GROCERIES,1267
CANDY,1267
AMERICAN GREETINGS,1268
BEAUTY CARE,1268
WINE,1268
JUNIOR TOPS,1269
AMERICAN GREETINGS,1269
MASS COSMETICS,1269
PRESTIGE COSMETICS,1269
BEAUTY CARE,1269
CANDY,1269
SPIRITS,1269
WINE,1269
MISSY TOPS,1270
WOMENS SEPARATES,1270
TEAM SPORTING GOODS,1271
SPIRITS,1271
GENERAL GROCERIES,1272
BEVERAGES,1272
CANDY,1272
MENS FURNISHINGS,1273
YOUNG MENS,1273
MENS ATHLETIC SHOES,1273
TODDLER GIRL APPAREL,1273
BOYS 8-20 CLOTHING,1273
SMALL ELECTRICS,1273
CANDY,1273
NAVY PRIDE HARDLINES,1274
PRESTIGE COSMETICS,1274
BEAUTY CARE,1274
TEAM SPORTING GOODS,1274
THIRD PARTY GIFTCARD,1274
HOUSEHOLD CLEANING,1275
WOMENS FTWR:DRS/CAS,1276
BABY CARE,1277
SCHOOL/OFFIC SUPP,1278
BEAUTY CARE,1278
PERSONAL CARE,1278
HOUSEHOLD CLEANING,1278
AS SEEN ON TV,1278
PET SUPPLIES,1278
SPIRITS,1278
TOBACCO,1278
MENS FURNISHINGS,1279
HEALTH AIDS,1279
HOUSEHOLD CLEANING,1279
PET SUPPLIES,1279
BEDDING,1279
SLEEPWEAR/LOUNGEWEAR,1280
HOSIERY,1280
SCHOOL/OFFIC SUPP,1280
HEALTH AIDS,1280
SPIRITS,1280
WINE,1280
PETITE SEPARATES,1281
PRESTIGE COSMETICS,1281
AMERICAN GREETINGS,1282
BEAUTY CARE,1282
BEVERAGES,1282
DAYWEAR,1283
SEASONAL GIFTS,1283
SMALL ELECTRICS,1283
MENS SPORT SHIRTS,1284
MENS OUTERWEAR,1285
MENS SPORT SHIRTS,1285
MENS ACCESSORIES,1285
TRAD COLLECTIONS,1285
AS SEEN ON TV,1285
WINE,1285
MENS FURNISHINGS,1286
YOUNG MENS,1286
MENS SHOES,1286
HEALTH AIDS,1286
CANDY,1286
WINE,1286
WAREHOUSED EXPENSES,1287
NAVY PRIDE SOFTLINES,1287
AMERICAN GREETINGS,1287
BABY CARE,1287
LDS OUTERWEAR/OUTDR,1288
LADIES ACTIVEWEAR,1288
PC HARDWARE,1288
BABY CARE,1289
BEAUTY CARE,1289
PERSONAL CARE,1289
PERSONAL CARE,1290
GEN SPORTING GOODS,1290
PET SUPPLIES,1291
BEVERAGES,1291
HEALTH AIDS,1292
BEAUTY CARE,1292
PERSONAL CARE,1292
CANDY,1292
AMERICAN GREETINGS,1293
BEAUTY CARE,1293
SPIRITS,1293
WINE,1293
LADIES DRESSES,1294
MASS COSMETICS,1294
PERSONAL CARE,1294
CANDY,1294
HEALTH AIDS,1295
FLORAL SERV/SUPPLIES,1296
NEWBORN APPAREL,1296
BABY CARE,1296
HOUSEHOLD CLEANING,1296
BEVERAGES,1297
BEER,1298
BEVERAGES,1299
TEAM SPORTING GOODS,1300
MENS FURNISHINGS,1301
BEER,1301
HEALTH AIDS,1302
BEAUTY CARE,1302
PERSONAL CARE,1302
THIRD PARTY GIFTCARD,1302
SUNGLASSES,1303
LDS OUTERWEAR/OUTDR,1304
COSTUME JEWELRY,1305
GENERAL GROCERIES,1305
MENS ACTIVEWEAR,1306
MNS TAILORED CLOTHNG,1307
TRAD COLLECTIONS,1307
AMERICAN GREETINGS,1307
MENS ACCESSORIES,1308
AMERICAN GREETINGS,1308
TOYS,1308
BATTERIES,1308
WINE,1308
BEVERAGES,1309
MENS FURNISHINGS,1310
PERIODICALS/COMICS,1311
HOME/BATH,1311
NAVY PRIDE HARDLINES,1312
GEN SPORTING GOODS,1312
BEVERAGES,1312
CANDY,1312
AMERICAN GREETINGS,1313
WMNS PRESTIGE FRAG,1313
PERSONAL CARE,1313
WINE,1313
BEAUTY CARE,1314
DIGITAL FITNESS,1314
CANDY,1314
BEVERAGES,1315
WATCHES,1316
PRESTIGE COSMETICS,1316
CANDY,1316
SPIRITS,1316
MENS FURNISHINGS,1317
HEALTH AIDS,1317
GEN SPORTING GOODS,1317
CANDY,1317
GENERAL HOUSEWARES,1318
PERISHABLES,1318
NAVY PRIDE HARDLINES,1319
JUNIOR TOPS,1320
SPIRITS,1320
WINE,1320
CANDY,1321
MENS DRESS SHIRTS,1322
PERSONAL CARE,1323
NAVY PRIDE SOFTLINES,1324
HEALTH AIDS,1325
PERSONAL CARE,1325
INFANT APPAREL,1326
BABY CARE,1326
YOUNG MENS,1327
HOUSEHOLD CLEANING,1327
HOME TEXTILES,1327
BEVERAGES,1328
LADIES ACTIVEWEAR,1329
INFANT APPAREL,1329
GIRLS 7-16 CLOTHING,1329
BOYS 4-7 CLOTHING,1329
MASS COSMETICS,1329
CANDY,1329
HOME ORG/SOLUTIONS,1330
BATH,1330
MENS ATHLETIC SHOES,1331
GENERAL HOUSEWARES,1331
BABY CARE,1332
PERSONAL CARE,1332
FLORAL SERV/SUPPLIES,1333
MENS ACTIVEWEAR,1334
AMERICAN GREETINGS,1335
MENS FURNISHINGS,1336
MENS ATHLETIC SHOES,1336
CANDY,1336
LDS OUTERWEAR/OUTDR,1337
CANDY,1338
GOLD,1339
WATCHES,1339
HEALTH AIDS,1339
BEAUTY CARE,1339
PERSONAL CARE,1339
HOUSEHOLD CLEANING,1339
CANDY,1339
WATCHES,1340
BEAUTY CARE,1340
HOUSEHOLD CLEANING,1340
WATCHES,1341
BEAUTY CARE,1341
CANDY,1341
MENS FURNISHINGS,1342
CANDY,1342
BEVERAGES,1343
MENS OUTDOOR,1344
GEN SPORTING GOODS,1344
TOYS,1344
FASHION ACCESSORIES,1345
LDS OUTERWEAR/OUTDR,1346
HANDBAGS,1346
MENS FURNISHINGS,1346
SCHOOL/OFFIC SUPP,1346
AMERICAN GREETINGS,1346
PAPYRUS,1346
HEALTH AIDS,1346
BEAUTY CARE,1346
VITAMINS & HLTH AIDS,1346
PRE-RECORDED A/V,1346
SMALL ELECTRICS,1346
HOUSEHOLD CLEANING,1346
TABLE TOP & KITCHEN,1346
CANDY,1346
TRAD COLLECTIONS,1347
BEAUTY CARE,1347
PERSONAL CARE,1347
SMALL ELECTRICS,1347
LAWN & GARDEN,1347
UNSCANNED ITEMS,1347
LADIES MODERN COLLEC,1348
HOSIERY,1348
GENERAL HOUSEWARES,1348
PERSONAL CARE,1349
SPORTS NUTRITION,1349
CANDY,1350
VITAMINS & HLTH AIDS,1351
MENS ACTIVEWEAR,1352
BEAUTY CARE,1352
CHILDRENS FOOTWEAR,1353
CHILDRENS FOOTWEAR,1354
JUNIOR TOPS,1355
BEAUTY RETAIL,1356
SPORTS NUTRITION,1356
PET SUPPLIES,1356
BEVERAGES,1356
SPIRITS,1357
BEAUTY RETAIL,1358
AMERICAN GREETINGS,1358
MASS COSMETICS,1358
PRESTIGE COSMETICS,1358
PERSONAL CARE,1358
HOUSEHOLD CLEANING,1358
LAWN & GARDEN,1358
GEN SPORTING GOODS,1359
BEDDING,1359
SPIRITS,1360
SCHOOL/OFFIC SUPP,1361
AMERICAN GREETINGS,1361
SPORTS NUTRITION,1361
SMALL ELECTRICS,1361
GENERAL GROCERIES,1361
CANDY,1361
BEDDING,1362
HEALTH AIDS,1363
BEAUTY CARE,1363
GENERAL HARDWARE,1364
MENS CASUAL SLACKS,1365
MENS ACTIVEWEAR,1366
BEVERAGES,1366
GENERAL GROCERIES,1367
BEVERAGES,1367
CANDY,1368
STATIONERY SUNDRIES,1369
SEASONAL,1369
GEN SPORTING GOODS,1370
BEVERAGES,1370
MENS ACTIVEWEAR,1371
INFANT APPAREL,1371
HEALTH AIDS,1371
PERSONAL CARE,1371
GEN SPORTING GOODS,1372
HOUSEHOLD CLEANING,1372
TOYS,1373
SEASONAL,1373
BEVERAGES,1374
CANDY,1374
HEALTH AIDS,1375
HOUSEHOLD CLEANING,1375
BEAUTY CARE,1376
CANDY,1376
BABY CARE,1377
LDS OUTERWEAR/OUTDR,1378
BEVERAGES,1379
MASS COSMETICS,1380
WMNS PRESTIGE FRAG,1380
PRESTIGE COSMETICS,1380
HOME/BATH,1380
GENERAL HOUSEWARES,1381
TABLE TOP & KITCHEN,1381
BEDDING,1381
CANDY,1381
LDS OUTERWEAR/OUTDR,1382
MISSY TOPS,1382
SLEEPWEAR/LOUNGEWEAR,1382
MENS SHOES,1382
SLEEPWEAR/LOUNGEWEAR,1383
SMALL ELECTRICS,1383
CANDY,1383
GENERAL GROCERIES,1384
BEVERAGES,1384
AMERICAN GREETINGS,1385
HOME DECOR,1386
SEASONAL GIFTS,1386
THIRD PARTY GIFTCARD,1386
BEER,1386
CAMERAS & EQUIP,1387
PEGABLES,1388
NEWBORN APPAREL,1388
INFANT APPAREL,1388
BABY CARE,1388
BEAUTY CARE,1388
PERSONAL CARE,1388
BEVERAGES,1388
MENS DENIM JEANS,1389
MISSY TOPS,1390
BEAUTY RETAIL,1391
STATIONERY SUNDRIES,1391
AMERICAN GREETINGS,1391
TELECOMMUNICATIONS,1391
BEAUTY CARE,1391
SPIRITS,1391
MASS COSMETICS,1392
HEALTH AIDS,1392
BEAUTY CARE,1392
PERSONAL CARE,1392
GENERAL HARDWARE,1392
BEVERAGES,1392
SCHOOL/OFFIC SUPP,1393
TABLETOP,1393
HOUSEHOLD CLEANING,1393
LOCAL GIFTS/FOODS,1394
SLEEPWEAR/LOUNGEWEAR,1394
HOSIERY,1394
AMERICAN GREETINGS,1394
THIRD PARTY GIFTCARD,1394
AS SEEN ON TV,1394
LAWN & GARDEN,1394
CANDY,1394
SPIRITS,1394
BEVERAGES,1395
CANDY,1396
TODDLER GIRL APPAREL,1397
GEN SPORTING GOODS,1398
HOUSEHOLD CLEANING,1398
HOSIERY,1399
BEAUTY CARE,1399
BEVERAGES,1399
CANDY,1399
INFANT APPAREL,1400
WATCHES,1400
BABY CARE,1400
MENS SHOES,1401
BOYS ACCESSORIES,1401
HEALTH AIDS,1401
PERSONAL CARE,1401
TOYS,1401
AUDIO ELECTRONICS,1401
PET SUPPLIES,1401
BEVERAGES,1401
TOBACCO,1401
WATCHES,1402
HEALTH AIDS,1403
HOUSEHOLD CLEANING,1403
PC HDWR & OFFICE EQP,1403
BEVERAGES,1403
TODDLER GIRL APPAREL,1404
BOYS 4-7 CLOTHING,1404
BOYS ACCESSORIES,1404
CHILDRENS FOOTWEAR,1404
HOME DECOR,1404
WINE,1404
TOYS,1405
MENS ACCESSORIES,1406
GENERAL HOUSEWARES,1406
BATH,1406
MISSY TOPS,1407
HOME ORG/SOLUTIONS,1407
GENERAL GROCERIES,1407
BEVERAGES,1407
MISSY TOPS,1408
AUTOMOTIVE,1409
PRE-RECORDED A/V,1409
BEVERAGES,1409
CANDY,1409
GIRLS 7-16 CLOTHING,1410
TOYS,1410
SCHOOL/OFFIC SUPP,1411
MISSY TOPS,1412
PETITE SEPARATES,1412
SOUVENIR,1413
HOME/BATH,1413
HEALTH AIDS,1413
PET SUPPLIES,1413
BEVERAGES,1413
CANDY,1413
MENS SHOES,1414
HEALTH AIDS,1414
VITAMINS & HLTH AIDS,1414
HOUSEHOLD CLEANING,1414
